"period","value","region","indID","source","dsID","is_number"
2007,0,"ABW","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,0,"ABW","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,0,"ABW","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,0,"ABW","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,0,"ABW","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,0,"ABW","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,0,"ABW","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,0,"AFG","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,6,"AFG","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,3,"AFG","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,22,"AFG","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,30,"AFG","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,32,"AFG","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,35,"AFG","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,42,"AFG","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,37,"AFG","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,37,"AFG","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,6434,"AFG","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,3009,"AFG","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,16187,"AFG","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,16861,"AFG","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,12086,"AGO","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,12250,"AGO","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,12250,"AGO","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,13382,"AGO","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,13970,"AGO","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,13984,"AGO","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,13090,"AGO","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,12069,"AGO","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,12710,"AGO","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,14734,"AGO","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,15155,"AGO","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,16223,"AGO","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,23413,"AGO","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,23771,"AGO","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,523,"ALB","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,292,"ALB","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,17,"ALB","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,26,"ALB","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,51,"ALB","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,56,"ALB","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,56,"ALB","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,77,"ALB","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,65,"ALB","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,70,"ALB","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,76,"ALB","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,82,"ALB","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,86,"ALB","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,76,"ALB","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,562,"ARE","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,556,"ARE","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,163,"ARE","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,160,"ARE","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,105,"ARE","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,104,"ARE","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,174,"ARE","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,159,"ARE","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,209,"ARE","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,279,"ARE","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,538,"ARE","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,677,"ARE","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,631,"ARE","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,602,"ARE","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,2396,"ARG","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,2396,"ARG","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,2439,"ARG","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,2642,"ARG","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,2916,"ARG","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,3074,"ARG","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,3158,"ARG","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,3263,"ARG","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,2845,"ARG","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,3230,"ARG","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,3276,"ARG","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,3361,"ARG","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,3488,"ARG","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,3295,"ARG","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,280591,"ARM","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,264337,"ARM","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,247550,"ARM","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,239289,"ARM","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,235235,"ARM","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,219550,"ARM","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,113714,"ARM","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,4566,"ARM","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,3953,"ARM","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,3607,"ARM","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,3296,"ARM","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,2918,"ARM","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,2854,"ARM","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,13727,"ARM","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,60246,"AUS","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,57895,"AUS","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,59436,"AUS","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,56258,"AUS","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,63476,"AUS","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,64964,"AUS","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,68948,"AUS","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,22164,"AUS","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,20919,"AUS","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,22548,"AUS","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,21805,"AUS","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,23434,"AUS","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,30083,"AUS","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,34405,"AUS","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,15492,"AUT","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,14390,"AUT","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,14130,"AUT","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,16109,"AUT","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,17795,"AUT","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,21230,"AUT","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,25486,"AUT","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,30773,"AUT","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,37557,"AUT","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,38906,"AUT","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,42630,"AUT","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,47073,"AUT","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,51730,"AUT","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,55560,"AUT","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,287,"AZE","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,367,"AZE","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,458,"AZE","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,326,"AZE","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,8606,"AZE","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,3004,"AZE","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,2618,"AZE","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,2352,"AZE","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,2061,"AZE","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,1642,"AZE","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,1891,"AZE","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,1730,"AZE","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,1468,"AZE","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,1377,"AZE","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,27136,"BDI","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,27896,"BDI","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,40533,"BDI","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,40971,"BDI","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,48808,"BDI","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,20681,"BDI","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,13176,"BDI","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,24468,"BDI","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,21093,"BDI","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,24967,"BDI","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,29365,"BDI","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,35659,"BDI","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,41813,"BDI","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,45487,"BDI","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,18832,"BEL","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,12265,"BEL","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,12578,"BEL","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,12595,"BEL","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,13529,"BEL","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,15282,"BEL","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,16820,"BEL","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,17575,"BEL","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,17026,"BEL","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,15545,"BEL","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,17892,"BEL","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,22402,"BEL","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,22024,"BEL","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,25572,"BEL","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,4296,"BEN","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,4799,"BEN","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,5021,"BEN","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,5034,"BEN","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,4802,"BEN","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,30294,"BEN","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,10797,"BEN","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,7621,"BEN","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,6933,"BEN","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,7205,"BEN","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,7139,"BEN","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,7217,"BEN","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,4966,"BEN","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,185,"BEN","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,696,"BFA","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,457,"BFA","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,457,"BFA","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,466,"BFA","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,492,"BFA","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,511,"BFA","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,511,"BFA","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,535,"BFA","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,557,"BFA","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,543,"BFA","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,531,"BFA","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,546,"BFA","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,39306,"BFA","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,29228,"BFA","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,21627,"BGD","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,22173,"BGD","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,22025,"BGD","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,19792,"BGD","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,20449,"BGD","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,21098,"BGD","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,26311,"BGD","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,27573,"BGD","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,28389,"BGD","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,228586,"BGD","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,229253,"BGD","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,229669,"BGD","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,230697,"BGD","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,231137,"BGD","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,1474,"BGR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,3004,"BGR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,3658,"BGR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,4068,"BGR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,4684,"BGR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,4413,"BGR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,4504,"BGR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,4836,"BGR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,5129,"BGR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,5393,"BGR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,5530,"BGR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,5688,"BGR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,2288,"BGR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,4280,"BGR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,1,"BHR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,1,"BHR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,0,"BHR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,0,"BHR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,0,"BHR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,0,"BHR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,1,"BHR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,0,"BHR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,48,"BHR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,139,"BHR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,165,"BHR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,199,"BHR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,289,"BHR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,294,"BHR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,100,"BHS","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,0,"BHS","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,0,"BHS","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,0,"BHS","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,0,"BHS","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,0,"BHS","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,0,"BHS","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,0,"BHS","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,0,"BHS","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,0,"BHS","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,28,"BHS","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,28,"BHS","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,37,"BHS","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,14,"BHS","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,38152,"BIH","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,32745,"BIH","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,28022,"BIH","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,22517,"BIH","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,22215,"BIH","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,10568,"BIH","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,10318,"BIH","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,7367,"BIH","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,7257,"BIH","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,7132,"BIH","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,7016,"BIH","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,6933,"BIH","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,6903,"BIH","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,6909,"BIH","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,458,"BLR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,584,"BLR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,618,"BLR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,638,"BLR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,725,"BLR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,725,"BLR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,690,"BLR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,649,"BLR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2008,609,"BLR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2009,580,"BLR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2010,589,"BLR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2011,595,"BLR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2012,576,"BLR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2013,599,"BLR","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2000,1250,"BLZ","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2001,1129,"BLZ","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2002,1049,"BLZ","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2003,861,"BLZ","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2004,732,"BLZ","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2005,624,"BLZ","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2006,488,"BLZ","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
2007,358,"BLZ","CHD.O.PRO.16.T6","http://popstats.unhcr.org","unhcr-popstats",1
