"dsID","indID","region","period","value","is_number","source","indicator_name","units","last_updated","last_scraped","source_name"
"athena-api","TT008","CRI","2000","1879.0",1,"http://apps.who.int/gho/athena/data/GHO/WHS3_48.csv?profile=verbose","Malaria - number of reported confirmed cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT008","MRT","2012","1888.0",1,"http://apps.who.int/gho/athena/data/GHO/WHS3_48.csv?profile=verbose","Malaria - number of reported confirmed cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT008","MRT","2010","1994.0",1,"http://apps.who.int/gho/athena/data/GHO/WHS3_48.csv?profile=verbose","Malaria - number of reported confirmed cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT008","KOR","2006","2021.0",1,"http://apps.who.int/gho/athena/data/GHO/WHS3_48.csv?profile=verbose","Malaria - number of reported confirmed cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT008","TUR","2005","2036.0",1,"http://apps.who.int/gho/athena/data/GHO/WHS3_48.csv?profile=verbose","Malaria - number of reported confirmed cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT008","COD","2006","2050.0",1,"http://apps.who.int/gho/athena/data/GHO/WHS3_48.csv?profile=verbose","Malaria - number of reported confirmed cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT008","SUR","2008","2074.0",1,"http://apps.who.int/gho/athena/data/GHO/WHS3_48.csv?profile=verbose","Malaria - number of reported confirmed cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT008","NPL","2012","2092.0",1,"http://apps.who.int/gho/athena/data/GHO/WHS3_48.csv?profile=verbose","Malaria - number of reported confirmed cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT008","KOR","2007","2192.0",1,"http://apps.who.int/gho/athena/data/GHO/WHS3_48.csv?profile=verbose","Malaria - number of reported confirmed cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT008","DOM","2007","2193.0",1,"http://apps.who.int/gho/athena/data/GHO/WHS3_48.csv?profile=verbose","Malaria - number of reported confirmed cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT008","SLE","2001","2206.0",1,"http://apps.who.int/gho/athena/data/GHO/WHS3_48.csv?profile=verbose","Malaria - number of reported confirmed cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT008","SLE","2004","2206.0",1,"http://apps.who.int/gho/athena/data/GHO/WHS3_48.csv?profile=verbose","Malaria - number of reported confirmed cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT008","PAN","2002","2244.0",1,"http://apps.who.int/gho/athena/data/GHO/WHS3_48.csv?profile=verbose","Malaria - number of reported confirmed cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT008","NPL","2011","2288.0",1,"http://apps.who.int/gho/athena/data/GHO/WHS3_48.csv?profile=verbose","Malaria - number of reported confirmed cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT008","TJK","2005","2308.0",1,"http://apps.who.int/gho/athena/data/GHO/WHS3_48.csv?profile=verbose","Malaria - number of reported confirmed cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT008","MEX","2008","2357.0",1,"http://apps.who.int/gho/athena/data/GHO/WHS3_48.csv?profile=verbose","Malaria - number of reported confirmed cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT008","MEX","2007","2361.0",1,"http://apps.who.int/gho/athena/data/GHO/WHS3_48.csv?profile=verbose","Malaria - number of reported confirmed cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT008","STP","2007","2421.0",1,"http://apps.who.int/gho/athena/data/GHO/WHS3_48.csv?profile=verbose","Malaria - number of reported confirmed cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT008","COD","2003","2438.0",1,"http://apps.who.int/gho/athena/data/GHO/WHS3_48.csv?profile=verbose","Malaria - number of reported confirmed cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT008","DOM","2005","2461.0",1,"http://apps.who.int/gho/athena/data/GHO/WHS3_48.csv?profile=verbose","Malaria - number of reported confirmed cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT008","KOR","2001","2488.0",1,"http://apps.who.int/gho/athena/data/GHO/WHS3_48.csv?profile=verbose","Malaria - number of reported confirmed cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT008","DOM","2006","2494.0",1,"http://apps.who.int/gho/athena/data/GHO/WHS3_48.csv?profile=verbose","Malaria - number of reported confirmed cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT008","MEX","2006","2514.0",1,"http://apps.who.int/gho/athena/data/GHO/WHS3_48.csv?profile=verbose","Malaria - number of reported confirmed cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT008","BWA","2006","2548.0",1,"http://apps.who.int/gho/athena/data/GHO/WHS3_48.csv?profile=verbose","Malaria - number of reported confirmed cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT008","CHN","2012","2603.0",1,"http://apps.who.int/gho/athena/data/GHO/WHS3_48.csv?profile=verbose","Malaria - number of reported confirmed cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT008","BTN","2004","2670.0",1,"http://apps.who.int/gho/athena/data/GHO/WHS3_48.csv?profile=verbose","Malaria - number of reported confirmed cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT008","COD","2004","2684.0",1,"http://apps.who.int/gho/athena/data/GHO/WHS3_48.csv?profile=verbose","Malaria - number of reported confirmed cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT008","DJI","2009","2686.0",1,"http://apps.who.int/gho/athena/data/GHO/WHS3_48.csv?profile=verbose","Malaria - number of reported confirmed cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT008","MEX","2009","2703.0",1,"http://apps.who.int/gho/athena/data/GHO/WHS3_48.csv?profile=verbose","Malaria - number of reported confirmed cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT008","PRY","2001","2710.0",1,"http://apps.who.int/gho/athena/data/GHO/WHS3_48.csv?profile=verbose","Malaria - number of reported confirmed cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT008","KGZ","2002","2712.0",1,"http://apps.who.int/gho/athena/data/GHO/WHS3_48.csv?profile=verbose","Malaria - number of reported confirmed cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT008","NPL","2009","2725.0",1,"http://apps.who.int/gho/athena/data/GHO/WHS3_48.csv?profile=verbose","Malaria - number of reported confirmed cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT008","STP","2010","2740.0",1,"http://apps.who.int/gho/athena/data/GHO/WHS3_48.csv?profile=verbose","Malaria - number of reported confirmed cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT009","KGZ","2012","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA002.csv?profile=verbose","Estimated number of malaria cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT009","PRY","2012","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA002.csv?profile=verbose","Estimated number of malaria cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT009","IRQ","2012","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA002.csv?profile=verbose","Estimated number of malaria cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT009","TUR","2012","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA002.csv?profile=verbose","Estimated number of malaria cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT009","UZB","2012","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA002.csv?profile=verbose","Estimated number of malaria cases","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","AZE","2004","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","AZE","2003","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","GEO","2009","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","GEO","2008","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","GEO","2007","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","GEO","2011","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","GEO","2010","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","GEO","2012","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","GEO","2006","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","GEO","2002","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","GEO","2001","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","GEO","2005","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","GEO","2004","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","GEO","2003","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","KGZ","2009","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","KGZ","2008","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","KGZ","2007","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","KGZ","2010","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","KGZ","2011","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","KGZ","2012","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","KGZ","2006","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","KGZ","2002","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","KGZ","2001","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","KGZ","2000","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","SAU","2005","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","SAU","2004","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","SAU","2003","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","SAU","2002","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","SAU","2006","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","AZE","2009","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","AZE","2008","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","AZE","2007","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","AZE","2010","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","AZE","2011","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","AZE","2012","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","AZE","2006","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","AZE","2002","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","AZE","2001","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","AZE","2000","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","AZE","2005","0.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","BTN","2003","14.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","BTN","2001","14.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","DOM","2010","15.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","SUR","2002","15.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","SOM","2005","15.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","BTN","2000","15.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","STP","2008","16.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","DOM","2005","16.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","DOM","2004","16.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","HTI","2000","16.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","VEN","2007","16.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","COM","2012","17.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","SWZ","2005","17.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","SWZ","2007","17.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","DOM","2001","17.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","DOM","2007","17.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","HTI","2008","17.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","VEN","2005","17.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","BWA","2003","18.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","COL","2011","18.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","GUY","2010","18.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","SUR","2003","18.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","VEN","2010","18.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","BWA","2004","19.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","COM","2011","19.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","ERI","2008","19.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","STP","2011","19.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","COL","2007","19.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","COM","2007","20.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","COL","2012","20.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","GUY","2006","20.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","PER","2000","20.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","COL","2008","22.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","AFG","2010","22.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","BWA","2002","23.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","GNQ","2009","23.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","ERI","2009","23.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","STP","2009","23.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","COL","2010","23.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","HTI","2004","23.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","SUR","2001","23.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","VEN","2002","23.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","ERI","2004","24.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","COL","2003","24.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","SUR","2000","24.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","VEN","2000","24.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","PAK","2007","24.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","COL","2004","25.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","PER","2001","25.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","AFG","2007","25.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","STP","2006","26.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","ERI","2010","27.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","SWZ","2006","27.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","GUY","2002","27.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","COM","2004","28.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","SWZ","2004","28.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
"athena-api","TT010","COL","2005","28.0",1,"http://apps.who.int/gho/athena/data/GHO/MALARIA001.csv?profile=verbose","Malaria - number of reported deaths","","","2014-06-16T03:31:11.576031","WHO Athena API"
